text,label
Регулировать отношения своими работниками которые получают доступ информации содержащей персональные данные Передающей стороны которым такая информация передается основании трудовых договоров предусматривающих обязательства неразглашении информации полученной а основании настоящего соглашения В этих целях Принимающая сторона обязана ознакомить ПОД расписку работника доступ которого К информации содержащей персональные данные необходим ДЛЯ выполнения ИМ своИх трудовых обязанностей установленным работодателем режимом конфиденциальности персональных данных мерами ответственности нарушение создать работнику необходимые условия соблюдения установленного работодателем режима конфиденциальности персональных данных получить работника письменное обязательство соблюдении режима конфиденциальности персональных данных,2
Исключать доступ других ЛИЦ К переданной информации содержащей персональные данные кроме указанных обращении Раскрывать информацию содержащую персональные данные ТОЛЬКО соответствии с законодательством Российской Федерации предъявлению законного требования государственных ИЛИ ИНЫХ компетентных органов Российской Федерации объеме поступившего запроса,2
Незамедлительно сообщать Передающей стороне допущенном либо ставшем известном Принимающей стороне факте разглашения ИЛИ угрозы разглашения незаконном получении ИЛИ незаконном использовании информации содержащей персональные данные,2
Соблюдать сТОЛь высокую степень конфиденциальности избежание разглашения ИЛИ использования информации содержащей персональные данные какую Принимающая сторона соблюдала отношении своей собственной конфиденциальной информации,2
случае достижения цели обработки персональных даНных прекратить обработку персональных данных И уничтожить персональные данные В срок е превышающий тридцати дней даты достижения цели обработки персональных данных Ответственность Принимающей стороны Ответственность Принимающей стороны неисполнение своих обязательств ПО настоящему Соглашению наступает порядке И условиях установленных законодательством Российской Федерации НаЛИчии ВИНЫ Упущенная выгода компенсации подлежит,2
Досрочное прекращение ИЛИ истечение срока действия Соглашения освобождает Принимающую сторону ОТ выполнения обязательств принятых ПО настоящему Соглашению отношении информации содержащей персональные данные переданной ДО досрочного прекращения ИЛИ истечения срока действия Соглашения Такие обязательства остаются силе течение двух лет истечения срока действия досрочного прекращения данного Соглашения Особые прочие условия Требования настоящего Соглашения обязательны исполнения Сторонами законными представителями правопреемниками,2
споры разногласия И требования возникающие ИЗ настоящего Соглашения ИЛИ В СВЯЗИ НИМ числе связанные заключением изменением исполнением нарушением расторжением прекращением ИЛИ действительностью невозможности урегулирования Сторонами подлежат разрешению Арбитражном суде Вологодской области Изменения И дополнения К настоящему Соглашению согласовываются Сторонами оформляются путем подписания дополнительных соглашений Настоящее Соглашение составлено В двух экземплярах имеющих равную юридическую силу одному каждой Стороны Реквизиты сторонПЕРЕДАЮЩАЯ СТОРОНАПРИНИМАЮЩАЯ СТОРОНА,2
Факт приемки Покупателем каждой поставленной партии Товаров оформляется двусторонним актом приемки подписанным представителями Покупателя Поставщик возмещает Покупателю расходы ответственному хранению принятии товара ответственное хранение также расходы транспортные иные случае возврата товара ОТВЕТСТВЕННОСТЬ СТОРОН,1
При несоблюдении сроков оплаты Поставщик имеет право начислить Покупателю пеню размере суммы соответствующего платежа каждую полную неделю просрочки начиная второй недели просрочки общей суммы задолженности При несоблюдении сроков поставКи Товара ИЛИ недопоставки Товаров Поставщик уплачивает Покупателю неустойку размере двух процентов стоимости каждой партии поставка которой просрочена момента надлежащего исполнения Поставщиком соответствующего обязательства каждый день просрочки,1
Настоящий договор вступает силу момента подписания сторонами И действует приемки Покупателем последней подлежащей поставке партии Товара Изменения И дополнения К настоящему договору оформляются виде дополнительных соглашений подписанных обеими сторонами все случаях е урегулированных договором Стороны несут ответственность предусмотренную действующим законодательством РФ Споры сторон урегулированные досудебном порядке разрешаются арбитражном суде города Москвы РЕКВИЗИТЫ И ПОДПИСИ СТОРОНПоставщикПокупатель,1
паспорт серия выданный проживающий адресу именуемый дальнейшем Заказчик одной стороны лице действующего основании именуемый дальнейшем Исполнитель стороны именуемые дальнейшем Стороны заключили настоящий договор дальнейшем Договор нижеследующем,2
ПРЕДМЕТ ДОГОВОРА Заказчик поручает Исполнитель возмездной основе принимает обязанность организации проведению банкета ресторане расположенном адресу Помещение ресторана Дата проведения банкета года Время проведения банкета часов минут часов минут,2
В случае изменения количества гостей Исполнитель должен поставлен известность позднее календарных дней проведения мероприятия последующим изменением условий настоящего договора В обязанности Исполнителя организации проведению банкета основании настоящего Договора входит предоставление помещения столов стульев инвентаря оборудования ресторана закупка продуктов алкогольной безалкогольной продукции приготовление блюд указанных менюзаказе Приложение которое является неотъемлемой частью настоящего Договора сервировка столов обслуживание официантом Аренда зала световое оборудование звуковое оборудование видео,2
Аренда зала Торжеств рублей Дополнительные условия проведения банкета ПОРЯДОК РАСЧЕТОВ Стоимость организации проведения банкета соответствии п настоящего Договора составляет рублей При подписании настоящего Договора Заказчик вносит кассу Исполнителя задаток размере рублей обеспечение исполнения настоящего договора резервирования оговоренной даты,2
ГК РФ За дней даты проведения банкета Заказчик вносит платеж размере рублей окончательно утверждает менюзаказ Остаток суммы размере рублей выплачивается день предшествующий дню проведения мероприятия Денежные средства вносятся Заказчиком кассу Исполнителя либо путем перечисления соответствующих сумм расчетный счет Исполнителя указанный п настоящего Договора,2
При надлежащим исполнением обязанности Заказчика внесению соответствующих сумм является день зачисления денежных средств расчетный счет Исполнителя В случае изменения цен продукты Исполнитель уведомлению согласованию Заказчиком изменить стоимость блюд выход блюд количество УСЛОВИЯ ОТМЕНЫ БАНКЕТА,2
Заказчик имеет право отказаться заказа менее дней даты проведения мероприятия Если Заказчик отказывается проведения банкета условиях настоящего договора Заказчика удерживается неустойка размере стоимости банкета отказ происходит срок менее дней даты проведения банкета стоимости банкета отказ происходит срок менее дней даты проведения банкета стоимости банкета отказ происходит день даты проведения банкета Если Исполнитель отказывает проведении банкета условиях настоящего договора уплачивает неустойку размере рублей ПРАВА И ОБЯЗАННОСТИ СТОРОН Заказчик обязан обеспечить внесение денежных средств условиях сроки предусмотренные настоящим Договором Заказчик несет ответственность сохранность имущества Исполнителя,2
В случае нанесения ущерба оплачивает стоимость ценам действующим Исполнителя Заказчик обязан обеспечить дисциплинированное проведение банкета организовать своевременный уход гостей окончанию проведения мероприятия соответствии условиями настоящего Договора,2
Заказчик праве заблаговременного согласования Исполнителем приглашать работы предоставления услуг другие организации частных лиц Заказчик несет ответственность действия привлеченных согласованию Исполнителем третьих лиц обязан обеспечить сохранность материальных средств привести окончании мероприятия помещения ресторана силами привлеченных организации мероприятия третьих лиц флористы дизайнеры аниматоры ведущие музыканты различные оформители т д,2
В случае исполнения данных обязательств Заказчик выплачивает Исполнителю штраф размере рублей день проведения банкета По обоюдному согласию Сторон Сторона имеет возможность вносить изменения дополнения менюзаказ срок позднее дней даты проведения банкета путем заключения соответствующего дополнительного соглашения Исполнитель обязан организовать провести банкет условиях срок предусмотренные настоящим Договором Исполнитель обязан соблюдать правовые нормы качестве предоставления услуг ОТВЕТСТВЕННОСТЬ СТОРОН За неисполнение ненадлежащее исполнение своих обязательств настоящему Договору стороны несут ответственность соответствии действующим законодательством Стороны освобождаются ответственности случае невозможность исполнения возникла обстоятельствам которые одна сторон отвечает форсмажор,2
При достижении согласия стороны вправе обратиться суд решения вопроса ЗАКЛЮЧИТЕЛЬНЫЕ ПОЛОЖЕНИЯ Настоящий Договор расторгнут досрочно письменному соглашению сторон одностороннем порядке отказе одной сторон настоящего Договора случаях возможность такого отказа предусмотрена настоящим Договором иных случаях предусмотренных законом соглашением сторон Настоящий договор вступает силу момента подписания действует исполнения Сторонами своих обязательств Настоящий договор составлен двух экземплярах одному каждой Стороны Во всем предусмотрено настоящим Договором используются нормы действующего законодательства ЮРИДИЧЕСКИЕ АДРЕСА И РЕКВИЗИТЫ СТОРОНЗаказчикРегистрацияПочтовый адресПаспорт серияНомерВыданКемТелефонИсполнительЮр,2
Предмет договора Подрядчик обязуется заданию Заказчика изготовить сдать Заказчику следующие вещи далее результат работы наименование иные характеристики количество Заказчик обязуется принять результат работы оплатить Подрядчик выполняет работу месте своего нахождения Качество работы Качество выполненной работы должно соответствовать обязательным требованиям установленным нормативными документами качества работ соответствующего вида Цена работы порядок оплатыЦена работы составляет рублей включает НДС сумме рублей Цена является твердой изменению подлежит В цену работы указанную Договоре включаются компенсация издержек Подрядчика причитающееся вознаграждение Заказчик обязуется оплатить выполненную работу течение момента подписания акта приемки выполненной работы Расчеты Договору осуществляются безналичном порядке платежными поручениями Обязательство Заказчика оплате считается исполненным момент зачисления денежных средств корреспондентский счет банка Подрядчика Заказчику,3
судебную практику Рисках заказчика Сроки условия выполнения работы Подрядчик обязуется выполнить работу предусмотренную Договором следующие сроки начальный срок конечный срок Подрядчик обязуется предоставить материалы оборудование необходимые выполнения работы Риск случайной гибели случайного повреждения материалов оборудования иного предоставленного Подрядчиком имущества несет Подрядчик Подрядчик вправе привлечь исполнению своих обязательств Договору других лиц субподрядчиков Приемка выполненной работы Заказчик обязуется осуществить участием Подрядчика приемку результата работы осмотр проверку принятие течение истечения конечного срока выполнения работы,3
Извещение готовности результата работы сдаче Заказчику направляется Приемка выполненной работы осуществляется месте нахождения Подрядчика адресу Приемку будут осуществлять стороны Заказчика Ф И О,3
должность действующий основании реквизиты документа подтверждающего полномочия При уклонении Заказчика принятия выполненной работы Подрядчик вправе истечении месяца дня результат работы должен передан Заказчику продать результат работы условии двукратного предупреждения Заказчика вырученную сумму вычетом причитающихся Подрядчику платежей внести имя Заказчика депозит порядке предусмотренном ст,3
ГК РФ Риск случайной гибели случайного повреждения результата выполненной работы приемки Заказчиком несет Подрядчик Ответственность сторон Если иное предусмотрено законом сторона исполнившая ненадлежащим образом исполнившая свои обязательства осуществлении предпринимательской деятельности несет ответственность докажет надлежащее исполнение оказалось невозможным вследствие непреодолимой силы чрезвычайных непредотвратимых данных условиях обстоятельств,3
К таким обстоятельствам относятся частности нарушение обязанностей стороны контрагентов должника отсутствие рынке нужных исполнения товаров отсутствие должника необходимых денежных средств Изменение расторжение договора Стороны вправе любое время изменить либо расторгнуть Договор взаимному соглашению Разрешение споров Иск вытекающий настоящего Договора предъявляется арбитражный суд соответствии правилами подсудности предусмотренными законом Заключительные положения Договор действует Адреса реквизиты сторон Заказчик Подрядчик Наименование Место нахожденияПочтовый адресТелефонФаксЭлектронная почтаОГРНИННКППР свК сБИК Наименование Место нахожденияПочтовый адресТелефонФаксЭлектронная почтаОГРНИННКППР свК сБИК имени Заказчика должность подпись Ф И О,3
Предмет Договора Подрядчик обязуется заданию Заказчика выполнить работы строительству линий электропередач комплектных трансформаторных подстанций водопроводных сетей территории СНТ соответствии обязательными требованиями установленными нормативными документами качества работ соответствующего вида Заказчик обязуется принять результат работы оплатить Стоимость работ порядок расчетов Стоимость выполняемых работ настоящему Договору составляет числе НДС,3
Оплата выполненных работ производится Заказчиком рублях РФ факту выполненных работ путем перечисления денежных средств расчетный счет Подрядчика течение календарных дней месяца следующего отч тным основании следующих документов оригинала счетафактуры Акта Справки форм КС КС подписанных Заказчиком Подрядчиком,3
Формы КС КС должны представлены Подрядчиком Заказчику утверждения течение дня даты окончания работ позднее числа месяца следующего отчетным Работы считаются оказанными выполненными момента подписания обеими Сторонами форм Акта справки КС КС Договору,3
Оригиналы счетафактуры оформленного соответствии требованиями действующего законодательства КС КС должны направлены адрес соответствующей стороны позднее день подписания позднее го числа месяца следующего отчетным Условия сроки выполнения работ Работы строительству линий электропередач комплектных трансформаторных подстанций водопроводных сетей территории СНТ должны закончены Подрядчиком сданы Заказчику срок указанный настоящем Договоре,3
Стороны обязуются незамедлительно информировать друг друга затруднениях препятствующих надлежащему исполнению обязательств Договору своевременного принятия мер Ни одна Сторон вправе уступать свои права обязанности настоящему Договору частично полностью получения письменного согласия противоположной Стороны Начало выполнения работ окончание выполнения работ Права обязанности Сторон,3
Подрядчик обязуется Немедленно предупредить Заказчика обо зависящих обстоятельствах которые грозят качеству выполнения работ либо создают невозможность завершения работы срок Подрядчик принимает обязательства выполнить работы строительству линий электропередач комплектных трансформаторных подстанций водопроводных сетей территории СНТ качественно установленные настоящим Договором сроки,3
Передача Подрядчиком части работ Субподрядчику освобождает Подрядчика ответственности организацию сроки объ мы качество выполняемых Субподрядчиком работ предусмотренных выполнению Подрядчиком настоящему Договору Если течение гарантийного срока обнаружены дефекты неисправности вызванные недоброкачественным выполнением работ Подрядчик обязан технически возможный срок свой счет устранить обнаруженные дефекты неполадки Содействовать Заказчику осуществлении проверки фактического выполнения работ числе путем предоставления Заказчику соответствующей документации подтверждающей выполнение работ Подрядчик обязан обеспечить соблюдение своими работниками работниками организаций субподрядчиков требований природоохранного лесного земельного законодательства норм правил охраны труда промышленной пожарной безопасности трудовой производственной дисциплины Обеспечивать соблюдение трудовой производственной дисциплины своими работниками работниками субподрядных организаций нахождении территории Заказчика течение времени производства работ,3
При многократном одного раза нарушении дисциплины работниками Подрядчика Заказчик имеет право расторгнуть Договор одностороннем порядке письменно уведомив Подрядчика десять дней Возмещать Заказчику убытки полном объеме случае возникновения аварии пожара несчастного случая выполнении работ строительству линий электропередач комплектных трансформаторных подстанций водопроводных сетей территории СНТ допущенных вине Подрядчика Заказчик обязуется Своевременно принять работы выполненные Подрядчиком согласно подписанным Сторонами актам сдачиприемки работ При отсутствии замечаний претензий качеству выполненных работ подписать вернуть акт выполненных работ течение дней момента предоставления Подрядчиком Оплатить работу Подрядчика срок порядке установленным настоящего Договором Согласовывать отключения электроустановок случае аварийных ситуации основании заявок Подрядчика Ответственность Сторон За неисполнение ненадлежащее исполнение своих обязательств настоящему Договору Стороны несут ответственность соответствии действующим законодательством РФ Все споры разногласия которые могут возникнуть исполнении условий настоящего Договора Стороны будут стремиться решить путем переговоров Споры неурегулированные путем переговоров разрешаются судебном порядке установленном действующим законодательством Российской Федерации Изменение расторжение Договора Стороны вправе любое время изменить либо расторгнуть Договор взаимному соглашению Заключительные положения Настоящий Договор вступает силу момента подписания Сторонами действует полного исполнения Сторонами своих обязательств Условия настоящего Договора могут изменены взаимному согласию Сторон путем подписания письменного соглашения Настоящий Договор прекращает свое действие полном исполнении Сторонами своих обязательств взаимному согласию Сторон иных случаях предусмотренных действующим законодательством РФ Любые изменения дополнения Договору будут действительны случае совершены письменной форме подписаны Сторонами При изменении юридических адресов банковских реквизитов также иных влияющих исполнение Договора обстоятельств Стороны незамедлительно информируют друг друга Настоящий Договор составлен двух экземплярах имеющих равную юридическую силу одному каждой Сторон Во всем остальном урегулировано настоящим Договором Стороны руководствуются действующим законодательством Российской Федерации Адреса реквизиты Сторон Заказчик Подрядчик Наименование Место нахожденияПочтовый адресТелефонФаксЭлектронная почтаОГРНИННКППР свК сБИК Наименование Место нахожденияПочтовый адресТелефонФаксЭлектронная почтаОГРНИННКППР свК сБИК имени Заказчика должность подпись Ф И О,3
паспорт серия номер выдан проживающим адресу именуемый дальнейшем Арендатор совместно именуемые Стороны Владелец гаража сдает Арендатору временное пользование гараж машиноместо вышеуказанному адресу Права обязанности сторон Владелец гаража Сдает пустое помещение гаража машиноместа Арендатору Передает ключи одного замка Арендатору несет ответственности ценности размещенные гараже Арендатором Не меняет стоимость аренды время действия настоящего договора Владелец гаража вправе проверять соблюдение Арендатором условий аренды гаража чистота пожарная безопасность,4
Арендатор Принимает помещение гаража ключи замка временное пользование передачи другому лицу субаренду Обеспечивает гараже чистоту порядок пожарную безопасность После окончания срока аренды обязуется передать помещение гаража чистоте вернуть ключи девятнадцати часов день ухода Арендатор согласованию Владельцем гаража взаимовыгодных условиях вправе улучшать условия эксплуатации гаража Срок аренды Гараж сдается аренду сроком год В случае неуведомления одной Сторон другую десять дней окончания срока аренды прекращения аренды настоящий Договор аренды автоматически пролонгируется следующий календарный год Форма оплаты Оплата производится поквартально размере рублей месяц аренды позднее пятнадцатого числа первого месяца квартала Расторжение договора В случае несоблюдения Арендатором своих обязанностей Владелец гаража потребовать освободить гараж течение пятнадцати дней выплатой Арендатору денег неиспользованные полные календарные месяцы аренды В случае неполучения оплаты аренды оговоренные сроки Владелец гаража имеет право расторгнуть Договор аренды одностороннем порядке уведомив Арендатора дня расторжения В случае расторжения Договора аренды ранее оплаченного срока инициативе Арендатора обязуется оповестить Владельца гаража пятнадцать дней даты расторжения,4
В случае Владелец гаража производит возврат денег Арендатору целиком неиспользованные оплаченные Арендатором календарные месяцы Форсмажорные обстоятельства В случае возникновения форсмажорных обстоятельств препятствующих исполнению Сторонами обязанностей настоящему Договору аренды обязаны известить друг друга течение трех дней взаимной договоренности определить условия взаимоотношения время срока действия форсмажорных обстоятельств,4
Владелец гаража передал аренду основании Договора аренды гаража машиноместа года гараж машиноместо расположенный адресу номер гаража Арендатор принял вышеуказанный гараж машиноместо Владелец гаража передал Арендатор принял комплект ключей гаража машиноместа Настоящий Акт приемапередачи составлен двух экземплярах храниться каждой Сторон,4
Оказание услуг производится порядке срокиустановленные Графиком оказания услуг подписываемым обеими сторонами являющимсянеотъемлемой частью настоящего договора Исполнитель обязуется оказать предусмотренные настоящим договором услуги лично Срок действия настоящего договораНачалоОкончание В случае невозможности исполнения возникшей вине Заказчика услуги подлежат оплате полном объеме,2
В случае невозможность исполнения возникла обстоятельствам которые одна сторон отвечает Заказчик возмещает Исполнителю фактические понес нные последним расходы Заказчик вправе отказаться исполнения настоящего договора условии оплаты фактически понесенных расходов Исполнитель вправе отказаться исполнения настоящего договора условии пол ного возмещения Заказчику убытков Права обязанности сторон Исполнитель обязуется Оказывать услуги полном объеме соответствии условиями настоящего договора Информировать Заказчика ходе оказания услуг настоящему договору По завершении оказания услуг предоставлять Заказчику Отчет письменной форме результатах оказания услуг Сохранять конфиденциальность деятельности Заказчика информации полученной ходе оказания услуг настоящему договору Информировать Заказчика предполагаемых изменениях последствиях которые могут возникнуть Заказчика ходе результате оказания услуг таковые изменения последствия предвидятся Исполнителем В процессе оказания услуг настоящему договору руководствоваться интересами Заказчика,2
Заказчик обязуется Предоставить Исполнителю необходимую оказания услуг информацию документы Организовать необходимые условия эффективной работы Исполнителя время место нужное оборудование Принять оплатить оказанные услуги соответствии условиями настоящего договора Сдачаприемка услуг Отчет результатах оказания услуг является основанием подписания сторонами Акта сдачиприемки услуг который составляется Исполнителем подписывается сторонами течение трех дней момента сдачи Заказчику упомянутого отчета оказания услуг Претензии Заказчика качеству своевременности оказанных услуг направляются Исполнителю письменном виде течение пяти календарных дней момента окончания оказания услуг отдельных этапов обусловленных договором,2
числе НДС ставке сумму руб Оплата услуг производится следующем порядке Ответственность сторон За неисполнение ненадлежащее исполнение своих обязательств настоящему договору стороны несут ответственность соответствии действующим законодательством РФ При полной частичной просрочке оплаты оказанных услуг Заказчик уплачивает Исполнителю пеню размере неоплаченной суммы каждый день просрочки Прочие условия договора Настоящий договор вступает силу момента подписания обеими сторонами действует момента полного исполнения сторонами своих обязательств Настоящий договор заключен двух экземплярах имеющих равную юридическую силу одному каждой сторон Все вопросы урегулированные настоящим договором решаются соответствии действующим законодательством РФ Все споры возникающие связи исполнением настоящего договора разрешаются судебном порядке соответствии действующим законодательством РФ Все изменения дополнения настоящему договору вступают силу момента подписания обеими сторонами Реквизиты подписи сторон ЗаказчикЮр,2
